project,bug_num,test_name,exception_bug,assertion_bug,exception_lbl,assertion_lbl
Cli,32,org.apache.commons.cli.HelpFormatter_ESTest::test24,1,0,0,
Cli,32,org.apache.commons.cli.HelpFormatter_ESTest::test25,1,0,0,
Cli,23,org.apache.commons.cli.HelpFormatter_ESTest::test29,1,0,0,
Cli,22,org.apache.commons.cli.PosixParser_ESTest::test1,1,0,1,
Csv,8,org.apache.commons.csv.CSVFormat_ESTest::test12,1,0,1,
Csv,10,org.apache.commons.csv.CSVPrinter_ESTest::test09,1,0,1,
Csv,6,org.apache.commons.csv.CSVRecord_ESTest::test17,1,0,0,
Codec,14,org.apache.commons.codec.language.bm.PhoneticEngine_ESTest::test5,1,0,1,
Codec,11,org.apache.commons.codec.net.QuotedPrintableCodec_ESTest::test09,1,0,0,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test00,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test01,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test02,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test03,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test04,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test05,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test06,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test07,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test08,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test09,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test10,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test11,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test12,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test13,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test14,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test15,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test16,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test17,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test18,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test19,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test20,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test21,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test24,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test25,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test28,1,0,1,
Codec,2,org.apache.commons.codec.binary.Base64_ESTest::test35,1,0,1,
Codec,18,org.apache.commons.codec.binary.StringUtils_ESTest::test19,1,0,0,
Jsoup,86,org.jsoup.nodes.Comment_ESTest::test6,1,0,0,
Jsoup,89,org.jsoup.nodes.Attribute_ESTest::test07,1,0,0,
Jsoup,89,org.jsoup.nodes.Attribute_ESTest::test18,1,0,0,
Jsoup,89,org.jsoup.nodes.Attribute_ESTest::test24,1,0,0,
Jsoup,89,org.jsoup.nodes.Attribute_ESTest::test26,1,0,0,
Jsoup,37,org.jsoup.nodes.Element_ESTest::test05,1,0,1,
Jsoup,61,org.jsoup.nodes.Element_ESTest::test08,1,0,1,
Jsoup,61,org.jsoup.nodes.Element_ESTest::test74,1,0,1,
Jsoup,36,org.jsoup.helper.DataUtil_ESTest::test13,1,0,0,
Jsoup,8,org.jsoup.nodes.Node_ESTest::test08,1,0,0,
Jsoup,60,org.jsoup.parser.TokenQueue_ESTest::test05,1,0,1,
Jsoup,60,org.jsoup.parser.TokenQueue_ESTest::test24,1,0,1,
Jsoup,41,org.jsoup.nodes.Element_ESTest::test37,1,0,1,
Jsoup,32,org.jsoup.nodes.Element_ESTest::test06,1,0,1,
Jsoup,34,org.jsoup.parser.CharacterReader_ESTest::test12,1,0,0,
Jsoup,26,org.jsoup.safety.Cleaner_ESTest::test0,1,0,0,
Jsoup,43,org.jsoup.nodes.Element_ESTest::test07,1,0,1,
Jsoup,18,org.jsoup.parser.CharacterReader_ESTest::test14,1,0,0,
Compress,27,org.apache.commons.compress.archivers.tar.TarUtils_ESTest::test00,1,0,0,
Compress,4,org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream_ESTest::test23,1,0,0,
Compress,4,org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream_ESTest::test10,1,0,1,
Compress,4,org.apache.commons.compress.changes.ChangeSetPerformer_ESTest::test0,1,0,1,
Compress,44,org.apache.commons.compress.utils.ChecksumCalculatingInputStream_ESTest::test2,1,0,1,
Compress,44,org.apache.commons.compress.utils.ChecksumCalculatingInputStream_ESTest::test3,1,0,1,
Compress,46,org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp_ESTest::test27,1,0,1,
Compress,29,org.apache.commons.compress.archivers.ArchiveStreamFactory_ESTest::test28,1,0,1,
Compress,24,org.apache.commons.compress.archivers.tar.TarUtils_ESTest::test10,1,0,1,
Compress,36,org.apache.commons.compress.archivers.sevenz.SevenZFile_ESTest::test0,1,0,1,
Compress,36,org.apache.commons.compress.archivers.sevenz.SevenZFile_ESTest::test3,1,0,0,
Compress,11,org.apache.commons.compress.archivers.ArchiveStreamFactory_ESTest::test16,1,0,1,
Compress,8,org.apache.commons.compress.archivers.tar.TarUtils_ESTest::test02,1,0,1,
Compress,8,org.apache.commons.compress.archivers.tar.TarUtils_ESTest::test04,1,0,1,
Compress,41,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream_ESTest::test03,1,0,1,
Compress,2,org.apache.commons.compress.archivers.ar.ArArchiveInputStream_ESTest::test04,1,0,0,
Compress,19,org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField_ESTest::test19,1,0,0,
Compress,19,org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField_ESTest::test23,1,0,0,
Compress,19,org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField_ESTest::test24,1,0,0,
Compress,17,org.apache.commons.compress.archivers.tar.TarUtils_ESTest::test15,1,0,0,
JacksonCore,20,com.fasterxml.jackson.core.JsonGenerator_ESTest::test45,1,0,0,
JacksonCore,14,com.fasterxml.jackson.core.io.IOContext_ESTest::test22,1,0,0,
JacksonCore,2,com.fasterxml.jackson.core.json.ReaderBasedJsonParser_ESTest::test26,1,0,1,
JacksonCore,2,com.fasterxml.jackson.core.json.ReaderBasedJsonParser_ESTest::test27,1,0,1,
JacksonCore,1,com.fasterxml.jackson.core.util.TextBuffer_ESTest::test29,1,0,1,
JacksonCore,1,com.fasterxml.jackson.core.util.TextBuffer_ESTest::test30,1,0,1,
JacksonCore,1,com.fasterxml.jackson.core.util.TextBuffer_ESTest::test31,1,0,1,
JacksonCore,1,com.fasterxml.jackson.core.util.TextBuffer_ESTest::test32,1,0,1,
JacksonCore,1,com.fasterxml.jackson.core.util.TextBuffer_ESTest::test44,1,0,1,
JacksonCore,1,com.fasterxml.jackson.core.io.NumberInput_ESTest::test00,1,0,1,
JacksonCore,17,com.fasterxml.jackson.core.json.UTF8JsonGenerator_ESTest::test69,1,0,1,
JacksonDatabind,36,com.fasterxml.jackson.databind.util.StdDateFormat_ESTest::test12,1,0,0,
JacksonDatabind,36,com.fasterxml.jackson.databind.util.StdDateFormat_ESTest::test13,1,0,0,
JacksonDatabind,106,com.fasterxml.jackson.databind.node.TreeTraversingParser_ESTest::test34,1,0,1,
JacksonDatabind,97,com.fasterxml.jackson.databind.node.POJONode_ESTest::test18,1,0,1,
Lang,47,org.apache.commons.lang.text.StrBuilder_ESTest::test015,1,0,0,
Lang,47,org.apache.commons.lang.text.StrBuilder_ESTest::test132,1,0,0,
Lang,35,org.apache.commons.lang3.ArrayUtils_ESTest::test349,1,0,1,
Lang,35,org.apache.commons.lang3.ArrayUtils_ESTest::test352,1,0,1,
Lang,7,org.apache.commons.lang3.math.NumberUtils_ESTest::test035,1,0,1,
Lang,7,org.apache.commons.lang3.math.NumberUtils_ESTest::test047,1,0,1,
Lang,45,org.apache.commons.lang.WordUtils_ESTest::test30,1,0,0,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test00,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test01,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test02,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test17,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test21,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test23,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test25,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test27,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test29,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test30,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test31,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test33,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test34,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test36,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test37,1,0,1,
Lang,9,org.apache.commons.lang3.time.FastDateParser_ESTest::test39,1,0,1,
Lang,33,org.apache.commons.lang3.ClassUtils_ESTest::test73,1,0,0,
Lang,58,org.apache.commons.lang.math.NumberUtils_ESTest::test030,1,0,0,
Lang,36,org.apache.commons.lang3.math.NumberUtils_ESTest::test017,1,0,1,
Lang,57,org.apache.commons.lang.LocaleUtils_ESTest::test18,1,0,0,
Lang,57,org.apache.commons.lang.LocaleUtils_ESTest::test19,1,0,0,
Lang,16,org.apache.commons.lang3.math.NumberUtils_ESTest::test023,1,0,1,
Lang,16,org.apache.commons.lang3.math.NumberUtils_ESTest::test024,1,0,1,
Lang,41,org.apache.commons.lang.ClassUtils_ESTest::test21,1,0,1,
Lang,19,org.apache.commons.lang3.text.translate.NumericEntityUnescaper_ESTest::test2,1,0,0,
Lang,19,org.apache.commons.lang3.text.translate.NumericEntityUnescaper_ESTest::test3,1,0,0,
Lang,19,org.apache.commons.lang3.text.translate.NumericEntityUnescaper_ESTest::test4,1,0,0,
Lang,19,org.apache.commons.lang3.text.translate.NumericEntityUnescaper_ESTest::test5,1,0,0,
Lang,19,org.apache.commons.lang3.text.translate.NumericEntityUnescaper_ESTest::test6,1,0,0,
Lang,19,org.apache.commons.lang3.text.translate.NumericEntityUnescaper_ESTest::test7,1,0,0,
Lang,19,org.apache.commons.lang3.text.translate.NumericEntityUnescaper_ESTest::test8,1,0,0,
Lang,18,org.apache.commons.lang3.time.FastDateFormat_ESTest::test03,1,0,0,
Lang,18,org.apache.commons.lang3.time.FastDateFormat_ESTest::test23,1,0,0,
Lang,18,org.apache.commons.lang3.time.FastDateFormat_ESTest::test24,1,0,0,
Lang,18,org.apache.commons.lang3.time.FastDateFormat_ESTest::test25,1,0,0,
